장,절,Code,항목,전결권자,합의,참조,보고,접수,참조조항,근거조항,비고
1,0,10010030000,IT 시스템 유지보수,,,,,,,제1장 경영관리 10조 3항,
1,0,10010030100,개발된 IT 시스템에 대한 수정 및 보완 요구,팀장,,,,,,제1장 경영관리 10조 3항 1호,3장 2조 3항 참조
1,0,10010030200,사용자 지침서/완료 보고서,팀장,,,,,,제1장 경영관리 10조 3항 2호,
1,0,10010040000,H/W 및 S/W 도입,,,,,,,제1장 경영관리 10조 4항,3장 구매 참조
1,0,10010050000,자회사 및 외부에 대한 IT 용역(개발/유지보수) 판매(*),CEO,,,,,,제1장 경영관리 10조 5항,자회사와 거래는 상법상 자기거래로 이사회 승인 사항
1,0,10011000000,경영평가,,,,,,,제1장 경영관리 11조,
1,0,10011010000,평가기준 및 지표설정,본부장,,,,,,제1장 경영관리 11조 1항,
1,0,10011020000,실적보고서 작성지침,본부장,,,,,,제1장 경영관리 11조 2항,
1,0,10011030000,실적보고서 제출,CEO,,,,,,제1장 경영관리 11조 3항,
1,0,10011040000,실적 평가결과 및 조치계획 보고,CEO,,,,,,제1장 경영관리 11조 4항,
1,0,10012000000,제안제도 운영,,,,,,,제1장 경영관리 12조,
1,0,10012010000,제안채택 및 포상실시,,,,,,,제1장 경영관리 12조 1항,제안심의위원회 승인
1,0,10012020000,제안심의위원회 운영,CEO,,,,,,제1장 경영관리 12조 2항,
1,0,10012030000,제안제도 개선 및 시행,본부장,,,,,,제1장 경영관리 12조 3항,
1,0,10013000000,발전소주변지역 기본지원사업,,,,,,,제1장 경영관리 13조,
1,0,10013010000,연간사업계획 수립 및 단위사업계획 변경,본부장,,,,,,제1장 경영관리 13조 1항,
1,0,10013020000,주변지역간 지원금 배분 및 산출,본부장,,,,,,제1장 경영관리 13조 2항,
1,0,10013030000,지원사업 시행 및 지원금 집행,팀장,,,,,,제1장 경영관리 13조 3항,
1,0,10013040000,지원사업비 결산 (이월사업비 반납),팀장,,,,,,제1장 경영관리 13조 4항,
