장,절,Code,항목,전결권자,합의,참조,보고,접수,참조조항,근거조항,비고
4,1,40102060101,한도대출/당좌차월/기업어음/ 전자단기사채 인수 약정,CEO,,,,,,제4장 재무 1절 2조 6항 1호 1목,
4,1,40102060102,위 (1)호 약정 후 인출 - 1개월 초과 또는 백억원 초과,CEO,,,,,제4장 재무 1절 2.6.1 단기(기간연장 포함 1년 이내) 차입,제4장 재무 1절 2조 6항 1호 2목,
4,1,40102060103,위 (1)호 약정 후 인출 - 1개월 이하 또는 백억원 이하,본부장,,,,,제4장 재무 1절 2.6.1 단기(기간연장 포함 1년 이내) 차입,제4장 재무 1절 2조 6항 1호 3목,
4,1,40102060104,일반대출(건별)/기업어음 발행/ 전자단기사채 발생,CEO,,,,,,제4장 재무 1절 2조 6항 1호 4목,
4,1,40102060200,장기 차입,CEO,,,,,,제4장 재무 1절 2조 6항 2호,연간 장기차입계획 승인 범위
4,1,40102060300,증자 계획 및 주권발행관리,CEO,,,,,,제4장 재무 1절 2조 6항 3호,
4,1,40102070000,외환거래,,,,,,,제4장 재무 1절 2조 7항,
4,1,40102070100,외환 및 파생상품 거래 기초 약정,본부장,,,,,,제4장 재무 1절 2조 7항 1호,"외환거래약정서, 장외파생상품거래 기본계약서, ISDA"
4,1,40102070200,외화매매,,,,,,,제4장 재무 1절 2조 7항 2호,
4,1,40102070201,외화 매입,팀장,,,,,,제4장 재무 1절 2조 7항 2호 1목,
4,1,40102070202,외화 매도,팀장,,,,,,제4장 재무 1절 2조 7항 2호 2목,
4,1,40102070300,파생상품 거래,본부장,,,,,,제4장 재무 1절 2조 7항 3호,
4,1,40102080000,차입금 상환,,,,,,,제4장 재무 1절 2조 8항,
4,1,40102080100,만기 상환,본부장,,,,,,제4장 재무 1절 2조 8항 1호,
4,1,40102080200,조기 상환,CEO,,,,,,제4장 재무 1절 2조 8항 2호,
4,1,40103000000,신용장 개설 및 수정,,,,,,,제4장 재무 1절 3조,
4,1,40103010000,제품 수입,본부장,,,,,,제4장 재무 1절 3조 1항,
4,1,40103020000,기타,본부장,,,,,,제4장 재무 1절 3조 2항,
4,1,40104000000,지급보증 및 담보설정 - 백억원 이하,CEO,,,,,,제4장 재무 1절 4조,100억원 초과시 이사회 승인 필요
4,1,40105000000,대여금(*) - 백억원 이하,CEO,,,,,"제2장 예산관리 1.1.1 100억원 초과 건 및 사업계획 외 신규 사업 승인은 이사회,
경영기획본부장 승인일 경우 경영기획본부장 합의 생략",제4장 재무 1절 5조,"100억원 초과시 이사회 승인 필요
자/투자회사에 대한 대여금 및 투자목적의 대여금은 2장 예산관리 1.1.1 ER 승인을 득하여야 함"
4,1,40106000000,보험,,,,,,,제4장 재무 1절 6조,
4,1,40106010000,보험업자 지정/변경 및 보험조건 결정,,,,,,,제4장 재무 1절 6조 1항,
4,1,40106010100,신규가입 및 보험업자 지정/변경,,,,,,,제4장 재무 1절 6조 1항 1호,
4,1,40106010101,신규가입 및 보험업자 지정/변경 - 임의보험,CEO,,,,,,제4장 재무 1절 6조 1항 1호 1목,
4,1,40106010102,신규가입 및 보험업자 지정/변경 - 강제보험,본부장,,,,,,제4장 재무 1절 6조 1항 1호 2목,
4,1,40106010200,보험조건 결정/변경,,,,,,,제4장 재무 1절 6조 1항 2호,
4,1,40106010201,보험조건 결정/변경 - 임의보험,CEO,,,,,,제4장 재무 1절 6조 1항 2호 1목,
4,1,40106010202,보험조건 결정/변경 - 강제보험,본부장,,,,,,제4장 재무 1절 6조 1항 2호 2목,
4,1,40106010300,갱신(현재 조건과 동일),,,,,,,제4장 재무 1절 6조 1항 3호,
4,1,40106010301,갱신(현재 조건과 동일) - 임의보험,CEO,,,,,,제4장 재무 1절 6조 1항 3호 1목,
4,1,40106010302,갱신(현재 조건과 동일) - 강제보험,본부장,,,,,,제4장 재무 1절 6조 1항 3호 2목,
4,1,40106020000,보험가액 통지,,,,,,,제4장 재무 1절 6조 2항,
4,1,40106020100,"강제보험 (회사자산, 회사사원, 제3자에 대한 책임)",본부장,,,,,,제4장 재무 1절 6조 2항 1호,
4,1,40106020200,임의보험,,,,,,,제4장 재무 1절 6조 2항 2호,
4,1,40106020201,"회사 자산, 제3자에 대한 책임",본부장,,,,,,제4장 재무 1절 6조 2항 2호 1목,
4,1,40106020202,회사 사원,본부장,,,,,,제4장 재무 1절 6조 2항 2호 2목,
4,1,40106020300,보험사고 처리의 철회,CEO,,,,,,제4장 재무 1절 6조 2항 3호,
4,2,40201000000,회계,,,,,,,제4장 재무 2절 1조,
4,2,40201010000,결산정책 및 회계제도의 변경,CEO,,,,,,제4장 재무 2절 1조 1항,
4,2,40201020000,외부요인에 의한 회계제도의 변경,본부장,,,CEO,,,제4장 재무 2절 1조 2항,
4,2,40201030000,재무제표 확정,이사회,,,,,,제4장 재무 2절 1조 3항,"재무제표 승인 : 이사회 및 주주총회
단, 관련 법령에 따라 확정 전 재무제표 등을 정부기관에 제출하는 경우, 본부장 결재로 함"
4,2,40201040000,전기손익 수정,CEO,,,,,,제4장 재무 2절 1조 4항,
4,2,40201050000,계정과목/회계단위 신설 및 폐지(*),팀장,,,본부장,,,제4장 재무 2절 1조 5항,"경영기획팀장 승인
결산보고시 추가된 계정에 대한 보고로 갈음"
4,2,40201060000,분/반기 재무제표 승인,,,,,,,제4장 재무 2절 1조 6항,
4,2,40201060100,반기 재무제표 승인,CEO,,,,,,제4장 재무 2절 1조 6항 1호,
4,2,40201060200,분기 재무제표 승인,본부장,,,,,,제4장 재무 2절 1조 6항 2호,
4,2,40201070000,자산감액 (충당금 설정 포함),본부장,,,CEO,,,제4장 재무 2절 1조 7항,
4,2,40201080000,조정전표의 승인,팀장,,,,,,제4장 재무 2절 1조 8항,
4,2,40202000000,세무신고,,,,,,,제4장 재무 2절 2조,
4,2,40202010000,법인세 신고 (정기/수정신고),본부장,,,,,,제4장 재무 2절 2조 1항,
4,2,40202020000,법인세 신고 (중간예납),본부장,,,,,,제4장 재무 2절 2조 2항,
4,2,40202030000,기타 국세 신고,본부장,,,,,,제4장 재무 2절 2조 3항,
4,2,40202040000,원천징수세 신고,본부장,,,,,,제4장 재무 2절 2조 4항,
4,2,40202050000,지방세 신고,본부장,,,,,,제4장 재무 2절 2조 5항,
4,3,40300000000,4장 3절 공통,,,,,,,제4장 재무 3절,"타 규정에서 기안지, 품의서, 계약 체결 등의 사전 조치 이행을 규정하고 있는 경우 이에 대한 승인을 완료하고 해당 증빙자료를 제공해야 함 (사전 품의에 의한 경비지출의 경우 팀장 승인)
모든 지출결의서는 해당예산 관리권자 승인 (단, 타 부서 예산사용 시 해당 부서장 합의) 및 경영기획팀장 결재 필요
지출관련 문서는 경영기획팀 접수"
4,3,40301000000,승인된 계약에 따른 지출,팀장,,,,재무담당자,,제4장 재무 3절 1조,"CEO 관리예산 경영기획팀장 승인
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40302010000,그 외 지출 (소액구매계약 포함),,,,,,,제4장 재무 3절 2조 1항,
4,3,40302010100,그 외 지출 (소액구매계약 포함) - 5천만원초과,CEO,,,,재무담당자,,제4장 재무 3절 2조 1항 1호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40302020200,그 외 지출 (소액구매계약 포함) - 5천만원이하,본부장,,,,재무담당자,,제4장 재무 3절 2조 2항 2호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40302000300,그 외 지출 (소액구매계약 포함) - 3백만원 이하,팀장,,,,재무담당자,,제4장 재무 3절 2조 3호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40303000000,법규 및 공공협정 요율에 따른 지출,,,,,,,제4장 재무 3절 3조,
4,3,40303010000,과태료/가산세/벌과금,,,,,,,제4장 재무 3절 3조 1항,
4,3,40303010100,과태료 및 가산세,,,,,,,제4장 재무 3절 3조 1항 1호,
4,3,40303010101,과태료 및 가산세 - 5백만 초과,CEO,,,,재무담당자,,제4장 재무 3절 3조 1항 1호 1목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40303010102,과태료 및 가산세 - 5백만 이하,본부장,,,,재무담당자,,제4장 재무 3절 3조 1항 1호 2목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40303010200,벌과금(세금이외),,,,,,,제4장 재무 3절 3조 1항 2호,
4,3,40303010201,벌과금(세금이외) - 백만원 초과,CEO,,,,재무담당자,,제4장 재무 3절 3조 1항 2호 1목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40303010202,벌과금(세금이외) - 백만원 이하,본부장,,,,재무담당자,,제4장 재무 3절 3조 1항 2호 2목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40304000000,회사정책 및 규정에 따른 지출,,,,,,,제4장 재무 3절 4조,
4,3,40304010000,인사관계 등 회사정책 및 규정 및 지침에  따른 지출,,,,,,,제4장 재무 3절 4조 1항,
4,3,40304010100,급여관련 지출,팀장,,,,재무담당자,,제4장 재무 3절 4조 1항 1호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 경영기획팀장 전결로 접수에서 제외"
4,3,40304010200,교육훈련비,,,,,,,제4장 재무 3절 4조 1항 2호,
4,3,40304010201,강사료,팀장,,,,재무담당자,,제4장 재무 3절 4조 1항 2호 1목,"원천세 발생 시 경영기획팀 급여담당자 사전합의 필요
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40304010202,교육비,팀장,교육담당자,,,재무담당자,제6장 2절 인사/총무 내용 참고,제4장 재무 3절 4조 1항 2호 2목,"○ : 교육담당자
6장 인사/총무 2절 인재개발에 의거하여 사전 기안된 내용에 따라 실무부서 팀장 승인
기안자 후 교육담당자 합의 후 팀장 최종 결재 진행
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40304010300,복리후생비/기타급여수당,,,,,,,제4장 재무 3절 4조 1항 3호,경영기획팀장 승인
4,3,40304010301,신체검사비,팀장,,,,재무담당자,,제4장 재무 3절 4조 1항 3호 1목,"경영기획팀장 승인
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 경영기획팀장 전결로 접수에서 제외"
4,3,40304010302,기타복리후생비/기타급여수당,팀장,,,,재무담당자,,제4장 재무 3절 4조 1항 3호 2목,"경영기획팀장 승인
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 경영기획팀장 전결로 접수에서 제외"
4,3,40305000000,경비정산,,,,,,,제4장 재무 3절 5조,
4,3,40305010000,경비정산 보고서,,,,,,,제4장 재무 3절 5조 1항,
4,3,40305010100,팀원,,,,,,,제4장 재무 3절 5조 1항 1호,
4,3,40305010101,팀원 - 3백만원초과,본부장,,,,재무담당자,,제4장 재무 3절 5조 1항 1호 1목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305010102,팀원 - 3백만원이하,팀장,,,,재무담당자,,제4장 재무 3절 5조 1항 1호 2목,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305010200,팀장,본부장,,,,재무담당자,,제4장 재무 3절 5조 1항 2호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305010300,본부장 이상,본부장,,,,재무담당자,,제4장 재무 3절 5조 1항 3호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305020000,해외경비정산 보고서,,,,,,,제4장 재무 3절 5조 2항,
4,3,40305020100,팀원,본부장,,,,재무담당자,,제4장 재무 3절 5조 2항 1호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305020200,팀장,본부장,,,,재무담당자,,제4장 재무 3절 5조 2항 2호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305020300,본부장 이상,본부장,,,,재무담당자,,제4장 재무 3절 5조 2항 3호,"접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40305010000,법인카드 청구대금 지급,팀장,,,,,,제4장 재무 3절 5조 1항,경영기획팀 재무담당자 기안건으로 별도 접수를 하지 않음
4,3,40305020000,주유전용카드 대금 지급,팀장,,,,,,제4장 재무 3절 5조 2항,경영기획팀 재무담당자 기안건으로 별도 접수를 하지 않음
4,3,40305030000,법인카드 사용한도 설정,,,,,,,제4장 재무 3절 5조 3항,
4,3,40305030100,직급/직원별 한도 설정,본부장,,,,,,제4장 재무 3절 5조 3항 1호,
4,3,40305030200,설정된 한도 상향 조정,본부장,,,,,,제4장 재무 3절 5조 3항 2호,
4,3,40305030300,일시 상향 조정,팀장,,,,재무담당자,,제4장 재무 3절 5조 3항 3호,"일시 상향 요청은 실무부서에서 팀장 전결로 처리
접수경로는 경영기획팀 재무담당자1, 재무담당자2, 팀장순으로 3단 접수"
4,3,40306000000,주주에 대한 배당금 지출,본부장,,,,,,제4장 재무 3절 6조,
4,3,40307000000,구매처 계좌 등록,팀장,,,,,,제4장 재무 3절 7조,Teams내 Works를 통해 거래처 등록
