장,절,Code,항목,전결권자,합의,참조,보고,접수,참조조항,근거조항,비고
7,1,70106020000,회사관련 법령의 운영 및 적용에 대한 의견제출,본부장,,,,,,제7장 법제/법무 1절 6조 2항,
7,1,70106030000,법령 제·개정관련 제반업무 추진,팀장,,,,,,제7장 법제/법무 1절 6조 3항,
7,1,70107000000,정관변경(안) 결정,CEO,,,,,,제7장 법제/법무 1절 7조,주주총회 승인
7,2,70201000000,소송 및 중재,,,,,,,제7장 법제/법무 2절 1조,
7,2,70200000000,"소송 제기/응소, 고소/고발, 중재신청, 취하 및 화해 등",CEO,,,,,,제7장 법제/법무 2절,"민사, 형사, 노동/인사/행정/기타 등"
7,2,70201020000,채권 회수 위한 법적 조치의 신청 및 취하,CEO,,,,,,제7장 법제/법무 2절 1조 2항,
7,2,70202000000,계약서 검토 및 체결,,,,,,,제7장 법제/법무 2절 2조,"회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202010000,계약의 검토,팀장,,,,,,제7장 법제/법무 2절 2조 1항,"회사가 체결하는 계약은 체결 전 필요 시 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202020000,재화 및 용역의 교환을 수반하지 않는 Non-binding 계약의 체결(MOU 등),CEO,,,,,,제7장 법제/법무 2절 2조 2항,"회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202030000,표준 계약 서식,,,,,,,제7장 법제/법무 2절 2조 3항,"표준계약서식이라 함은 정형, 반복되는 계약서식으로서 그룹사 법무팀의 검토 절차를 거쳐 본 항에 의한 승인절차를 득한 후 일정한 등록절차에 따라 등록된 계약서식을 말함
회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202030100,표준계약서식의 제정/개정,팀장,,,,,,제7장 법제/법무 2절 2조 3항 1호,"회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202030200,표준계약서식을 사용한 계약의 검토,팀장,,,,,,제7장 법제/법무 2절 2조 3항 2호,"회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70202030300,표준계약서식을 수정한 계약의 검토,본부장,,,,,,제7장 법제/법무 2절 2조 3항 3호,"회사가 체결하는 계약은 체결 전 그룹사 법무팀의 검토 절차를 거쳐야 함.
단, 제7장 2.3.2 항에 의한 계약 체결의 경우에는 예외로 함"
7,2,70203000000,법률관련 용역제공자의 선임,,,,,,,제7장 법제/법무 2절 3조,
7,2,70203010000,변호사/변리사의 선임,,,,,,,제7장 법제/법무 2절 3조 1항,
7,2,70203010100,고문변호사 선임,CEO,,,,,,제7장 법제/법무 2절 3조 1항 1호,
7,2,70203010200,"일반 변호사 선임(소송,중재 및 기타자문관련)",CEO,,,,,,제7장 법제/법무 2절 3조 1항 2호,
7,2,70203010300,변리사의 선임,CEO,,,,,,제7장 법제/법무 2절 3조 1항 3호,
7,2,70203020000,기타 용역제공자의 선임,CEO,,,,,,제7장 법제/법무 2절 3조 2항,기타 용역제공자는 법무 업무 수행에 있어 부수적인 전문용역의 제공자로서 해당팀이 주관하여 선임하는 자를 말함
7,2,70204000000,지적재산권,,,,,,,제7장 법제/법무 2절 4조,그룹사 법무팀 검토
7,2,70204010000,출원/철회,,,,,,,제7장 법제/법무 2절 4조 1항,
7,2,70204010100,신규 출원 및 철회,CEO,,,,,,제7장 법제/법무 2절 4조 1항 1호,
7,2,70204010200,기 등록된 지적 재산권의 유지,CEO,,,,,,제7장 법제/법무 2절 4조 1항 2호,
7,2,70204020000,양도/포기,,,,,,,제7장 법제/법무 2절 4조 2항,5장 자산관리 참조
7,2,70204030000,제3자에 대한 사용권/실시권 부여,CEO,,,,,,제7장 법제/법무 2절 4조 3항,
7,2,70205000000,등기업무,,,,,,,제7장 법제/법무 2절 5조,
7,2,70205010000,"부동산 이전,설치,변경 등기",본부장,,,,,,제7장 법제/법무 2절 5조 1항,
7,2,70205020000,기타 등기,팀장,,,,,,제7장 법제/법무 2절 5조 2항,기 승인사항 집행 경영기획팀장 승인
